Gene name	Number of transposons per gene	Number of reads per gene
SEC63	25	179
TRE2	29	209
CDC31	0	0
RPT4	21	97
GCD1	38	221
RPN8	4	3
GPN2	31	179
FSF1	15	54
YTM1	14	73
HEM4	12	70
PLP2	12	46
YOR282W	15	59
RRP36	8	20
RRS1	3	28
NOP58	10	61
HSH49	5	5
MYO2	67	583
SCD5	34	211
ALA1	62	462
KRE5	77	587
RPA43	16	155
RPA190	61	652
SOG2	59	536
PRT1	59	472
PRE10	11	17
MRS6	20	172
NDD1	17	49
NUD1	30	293
TFC8	21	189
RET3	8	15
TAF3	30	189
RRP12	64	483
SWI1	52	411
ULP1	11	58
ERG10	17	88
NOP4	62	361
TIM50	40	276
GCR1	26	121
GPI2	10	20
MOT1	108	1313
SEN54	12	87
SEC16	111	2591
NOG1	55	771
SEC62	35	264
IDI1	25	285
TFB2	32	200
SPC29	8	17
NAN1	36	252
TBF1	9	33
RPL5	8	17
GIP3	71	543
YPL142C	1	0
RPL33A	10	29
NOP53	21	39
PRP46	49	500
RAD53	45	211
CDC60	65	782
MEX67	35	357
SPT14	52	451
NAB3	50	386
TPK2	36	304
HRR25	32	264
TYW1	47	367
IPL1	9	12
SRP72	24	72
NIP7	22	172
BMS1	58	616
SAR1	21	116
CET1	22	70
FAS2	96	930
NSL1	24	150
RVB2	38	346
SUI3	2	7
YPL238C	0	0
IQG1	65	665
SRP68	5	12
YPL251W	6	10
YAH1	9	106
BBP1	28	159
DIM1	23	118
RPA135	70	764
TIF6	3	2
MCM4	48	289
CCL1	24	225
HTS1	29	195
ARP7	32	303
GLN1	39	576
TIP41	17	77
TIF5	21	93
TAH18	31	186
SEC8	107	1748
TFB4	26	185
DIB1	13	157
ASA1	14	25
SUA7	22	175
SRP54	25	225
RDS3	7	12
PRE2	16	181
FHL1	40	316
COG4	36	372
YTH1	25	128
RPN7	30	113
RPC40	24	211
DBF20	24	327
MRD1	49	432
PIS1	24	371
CLB5	27	138
CTR1	55	660
YLH47	49	428
SPN1	11	17
YPR136C	4	17
RRP9	34	302
YPR142C	16	95
RRP15	12	78
NOC4	39	324
SGV1	44	283
ORC4	21	78
RHO1	5	4
